"","hhid","pnum","pumsSerialNo","persType","persTypeDetailed","age","gender","industry","schlGrade","educLevel","workPlaceType","workPlaceTaz","workPlaceMaz","schoolType","schoolTaz","schoolMaz","usualCarId","dailyActivityPattern","specEvtParticipant","jointTour1Role","jointTour2role","obPeChauffBund1","obPeChauffBund2","obPeChauffBund3","obRsChauffBund","obPePassBund","obRsPassBund","ibPeChauffBund1","ibPeChauffBund2","ibPeChauffBund3","ibRsChauffBund","ibPePassBund","ibRsPassBund","studentDorm","studentRent","activityString"
"588369",294294,2,2008000626688,4,13,54,2,0,0,4,0,0,0,0,0,0,-1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-72-61-73-0]"
"588370",294294,3,2008000626688,4,13,50,1,0,0,2,0,0,0,0,0,0,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-5-0]"
"588371",294294,4,2008000626688,4,13,50,1,0,0,8,0,0,0,0,0,0,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-61-0-5-0]"
"590376",295153,1,2007001071616,5,15,88,1,0,0,9,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-0-6-0-5-0]"
"590377",295153,2,2007001071616,4,13,58,1,0,0,12,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-8-61-62-0-6-0]"
"590378",295153,3,2007001071616,4,13,41,2,0,0,10,0,0,0,0,0,0,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-61-0-6-0-61-0]"
"596284",297691,1,2011001257984,4,13,59,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0-62-0]"
"596285",297691,2,2011001257984,4,13,59,1,0,0,9,0,0,0,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"600537",299845,1,2008001019904,5,15,75,2,0,0,12,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0-61-0]"
"600843",300015,1,2009000837120,5,15,82,1,0,0,13,0,0,0,0,0,0,-1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0-7-0]"
"600844",300015,2,2009000837120,1,1,69,2,71,0,9,2,656,20655,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-8-0-7-0]"
"603249",301360,1,2011000995840,4,13,53,2,0,0,10,0,0,0,0,0,0,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"603250",301360,2,2011000995840,4,13,27,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-9-62-0]"
"605804",302496,1,2010000130048,4,13,26,2,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-42-5-42-9-5-62-8-0]"
"605805",302496,2,2010000130048,7,19,8,2,0,0,2,0,0,0,1,246,20245,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"605806",302496,3,2010000130048,8,21,1,1,0,0,0,0,0,0,2,448,20447,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"608493",303861,1,2010000261120,1,1,52,1,52,0,9,2,340,20339,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-73-0-7-0]"
"608494",303861,2,2010000261120,1,1,52,2,62,0,13,2,540,20539,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-15-0]"
"608495",303861,3,2010000261120,2,4,21,1,72,0,9,2,128,20127,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-0]"
"608496",303861,4,2010000261120,2,5,19,1,81,0,9,2,320,20319,0,0,0,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-9-0-62-0-7-0]"
"615866",307169,1,2010000392192,2,4,55,2,45,0,9,2,1128,21127,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-61-8-73-0]"
"615867",307169,2,2010000392192,1,1,58,1,42,0,9,2,1243,21242,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"615868",307169,3,2010000392192,6,16,16,2,51,5,6,2,603,20602,1,624,20623,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-0]"
"616177",307298,1,2011000733696,1,1,69,2,62,0,9,2,146,20145,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-5-1-72-61-1-0]"
"616914",307613,1,2008001150976,1,1,64,2,52,0,9,2,550,20549,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"618260",308190,1,2007001202688,1,1,34,1,23,0,9,2,629,20628,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-1-0]"
"619174",308562,1,2010001178624,1,1,26,1,61,0,14,2,2242,22241,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-5-0]"
"619175",308562,2,2010001178624,1,1,26,1,81,0,13,2,1133,21132,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-1-5-1-8-0]"
"619669",308784,1,2007001071616,4,13,63,1,0,0,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-42-9-8-61-0]"
"619670",308784,2,2007001071616,4,13,62,2,0,0,9,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"621126",309644,1,2010000916480,1,1,55,1,92,0,11,1,663,20662,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-1-9-8-73-0]"
"629883",313058,1,2007000154112,1,1,45,2,44,0,13,2,652,20651,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-1-0-42-61-42-0]"
"629884",313058,2,2007000154112,1,1,48,1,51,0,11,2,315,20314,0,0,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"[0-412-412-1-0-411-42-0]"
"629885",313058,3,2007000154112,6,16,17,1,56,5,7,2,723,20722,1,804,20803,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
"629886",313058,4,2007000154112,7,19,14,2,0,4,4,0,0,0,1,330,20329,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-73-0]"
"629887",313058,5,2007000154112,7,19,10,1,0,3,2,0,0,0,1,683,20682,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"[0-412-3-42-0]"
"631424",313622,1,2010000916480,1,1,49,1,61,0,13,2,226,20225,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-15-15-15-5-0]"
"631425",313622,2,2010000916480,1,1,48,2,32,0,13,2,364,20363,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-1-0]"
"631426",313622,3,2010000916480,6,17,17,2,0,5,6,0,0,0,1,804,20803,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"633073",314229,1,2007001071616,1,1,58,1,42,0,11,2,1012,21011,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-1-0]"
"633074",314229,2,2007001071616,1,1,58,2,44,0,11,2,582,20581,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-9-61-1-72-1-73-0]"
"633075",314229,3,2007001071616,2,6,23,2,62,6,11,2,146,20145,2,736,20735,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"634757",314871,1,2009000312832,1,1,39,1,72,0,13,2,313,20312,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-0-73-0]"
"634758",314871,2,2009000312832,1,1,40,2,61,0,14,2,736,20735,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-0-61-0]"
"634759",314871,3,2009000312832,7,19,10,1,0,4,2,0,0,0,1,683,20682,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"634760",314871,4,2009000312832,7,19,8,1,0,3,2,0,0,0,1,738,20737,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-3-9-8-0]"
"634761",314871,5,2009000312832,8,21,3,1,0,1,2,0,0,0,1,681,20680,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"637699",315935,1,2007000154112,1,1,51,1,42,0,12,2,208,20207,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"637700",315935,2,2007000154112,1,1,46,2,44,0,9,2,662,20661,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"637701",315935,3,2007000154112,1,1,23,1,31,0,10,2,315,20314,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-72-1-73-0]"
"637702",315935,4,2007000154112,1,1,21,1,23,0,9,2,2115,22114,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"642003",317556,1,2010000392192,4,13,63,2,0,0,14,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-5-62-0]"
"642004",317556,2,2010000392192,5,15,66,1,0,0,12,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-61-0]"
"642908",317906,1,2007001202688,1,1,42,1,52,0,13,2,1934,21933,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-72-1-61-0]"
"642909",317906,2,2007001202688,1,1,42,2,52,0,9,2,193,20192,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-0-1-42-0]"
"642910",317906,3,2007001202688,6,16,18,1,62,5,7,2,146,20145,1,734,20733,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0-42-0]"
"643059",317972,1,2008000495616,5,15,84,2,0,0,9,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-61-5-61-5-0]"
"644801",318745,1,2008000364544,1,1,45,2,52,0,11,2,7,20006,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-0]"
"644802",318745,2,2008000364544,1,1,46,1,23,0,9,2,688,20687,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-15-61-0]"
"644803",318745,3,2008000364544,6,16,18,2,72,5,7,2,10,20009,1,734,20733,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-3-0-1-9-0-42-0]"
"644804",318745,4,2008000364544,6,18,16,2,0,5,5,0,0,0,1,734,20733,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-42-0-42-0]"
"644805",318745,5,2008000364544,7,19,13,1,0,4,3,0,0,0,1,688,20687,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0-3-0]"
"647621",320003,1,2008001019904,5,15,73,2,0,0,11,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-72-8-0]"
"647864",320096,1,2009000181760,1,1,60,2,52,0,13,2,7,20006,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"653451",322570,1,2010000392192,4,13,63,1,0,0,13,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-61-61-72-0]"
"653452",322570,2,2010000392192,1,1,54,2,33,0,13,2,438,20437,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0]"
"662674",326335,1,2009001361408,1,1,59,2,55,0,11,2,268,20267,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-42-0]"
"662675",326335,2,2009001361408,1,1,47,2,54,0,9,2,8,20007,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-42-62-9-0]"
"663369",326597,1,2007000285184,1,1,30,2,33,0,14,1,705,20704,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
"663370",326597,2,2007000285184,2,4,34,1,42,0,10,2,375,20374,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-5-9-0]"
"663371",326597,3,2007000285184,8,21,2,2,0,0,0,0,0,0,2,705,20704,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"663372",326597,4,2007000285184,8,21,0,1,0,0,0,0,0,0,2,705,20704,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"666717",327954,1,2008001150976,4,13,57,1,0,0,9,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"666718",327954,2,2008001150976,1,1,54,2,62,0,13,1,706,20705,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"669887",329303,1,2011000602624,4,13,58,2,0,0,13,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-62-0]"
"671813",330222,1,2010001309696,1,1,30,1,23,0,9,2,697,20696,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"671814",330222,2,2010001309696,1,1,27,2,62,0,12,2,287,20286,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-42-0]"
"673383",330931,1,2007001202688,1,1,53,2,42,0,12,2,576,20575,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"673384",330931,2,2007001202688,1,1,62,1,33,0,13,2,1285,21284,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-1-72-1-0-9-5-73-0]"
"674188",331317,1,2009000968192,1,3,24,1,92,6,11,2,647,20646,2,645,20644,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"674189",331317,2,2009000968192,1,3,20,2,62,6,11,2,572,20571,2,647,20646,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-1-0]"
"676309",332204,1,2010000261120,1,1,27,1,23,0,12,2,602,20601,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-8-15-0-15-72-9-9-15-0]"
"676310",332204,2,2010000261120,1,1,23,2,52,0,10,2,25,20024,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-0]"
"680009",333652,1,2011000209408,1,1,37,2,62,0,13,2,140,20139,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"680628",333881,1,2009000706048,1,1,32,2,56,0,13,2,44,20043,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-5-5-0]"
"682315",334550,1,2007000416256,2,6,27,2,45,6,12,2,3247,3247,2,736,20735,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-1-0-7-0-5-0-5-0]"
"682316",334550,2,2007000416256,7,19,9,1,0,3,2,0,0,0,1,725,20724,-1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-7-0]"
"683641",335145,1,2007000940544,2,4,47,2,62,0,9,2,1194,21193,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-0-1-62-1-9-0]"
"683642",335145,2,2007000940544,6,16,16,1,44,5,6,2,702,20701,1,700,20699,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-3-0]"
"683643",335145,3,2007000940544,7,19,11,1,0,4,3,0,0,0,1,725,20724,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-3-0-9-0]"
"684767",335681,1,2010000916480,5,15,81,1,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-61-0]"
"684768",335681,2,2010000916480,5,15,78,2,0,0,8,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"685357",335946,1,2007000547328,4,13,41,2,0,0,12,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-61-0-411-0-411-0-9-0-9-0-42-0-42-42-0]"
"685358",335946,2,2007000547328,3,10,18,1,72,6,9,2,400,20399,2,1836,21835,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-73-0]"
"685359",335946,3,2007000547328,7,19,8,1,0,3,1,0,0,0,1,725,20724,-1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-0-9-0]"
"685360",335946,4,2007000547328,7,20,6,1,0,2,1,0,0,0,1,724,20723,-1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-3-0-9-0]"
"687363",336730,1,2007000547328,1,1,48,1,32,0,12,2,595,20594,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"687364",336730,2,2007000547328,2,4,43,2,32,0,9,2,1011,21010,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-15-15-15-42-0]"
"687365",336730,3,2007000547328,7,19,8,1,0,3,2,0,0,0,1,571,20570,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"690271",337865,1,2007000678400,3,8,23,2,0,6,13,0,0,0,2,216,20215,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0-2-0-9-8-0]"
"692336",338590,1,2009001099264,2,4,68,2,61,0,14,2,323,20322,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-42-0]"
"692337",338590,2,2009001099264,5,15,78,2,0,0,14,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-42-42-5-0]"
"696346",340332,1,2009001099264,1,3,25,1,23,6,10,2,273,20272,2,226,20225,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-0-61-0]"
"696347",340332,2,2009001099264,1,1,24,2,44,0,10,2,618,20617,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"699655",341694,1,2008001019904,1,1,61,1,81,0,6,2,313,20312,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-9-0]"
"699656",341694,2,2008001019904,1,1,53,2,62,0,7,2,146,20145,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"705536",344010,1,2008000495616,3,9,21,1,0,6,11,0,0,0,2,796,20795,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"[0-2-0-2-61-61-73-61-61-0]"
"710015",345987,1,2007000154112,1,1,34,1,44,0,9,1,806,20805,0,0,0,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-9-62-0-9-0-9-0-42-0]"
"710016",345987,2,2007000154112,2,4,36,2,72,0,9,2,2227,22226,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-42-1-0-9-0-9-0]"
"710017",345987,3,2007000154112,7,19,13,1,0,4,4,0,0,0,1,725,20724,-1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0-9-62-0-9-0-9-0]"
"715115",348173,1,2009000837120,5,15,82,1,0,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"715116",348173,2,2009000837120,5,15,79,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-9-5-8-0]"
"719896",350572,1,2009000706048,4,13,60,1,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-5-61-5-42-72-0]"
"719897",350572,2,2009000706048,4,13,62,2,0,0,9,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"721471",351338,1,2010001309696,1,1,51,2,92,0,13,2,2094,22093,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
"721472",351338,2,2010001309696,3,11,22,2,45,7,11,2,2090,22089,2,216,20215,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-2-0-1-0]"
"733574",355611,1,2007000809472,1,1,56,1,56,0,6,2,2081,22080,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-15-15-15-0-7-5-5-5-5-0]"
"733575",355611,2,2007000809472,1,1,56,2,42,0,9,2,2094,22093,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0-1-72-1-73-9-0-7-5-5-5-5-0]"
"733613",355627,1,2007000940544,5,15,67,2,0,0,9,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"733614",355627,2,2007000940544,4,13,46,2,0,0,9,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"733962",355764,1,2009000181760,5,15,75,1,0,0,4,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-5-0]"
"733963",355764,2,2009000181760,5,15,73,2,0,0,7,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"733964",355764,3,2009000181760,1,1,46,2,49,0,11,2,2108,22107,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-1-61-61-1-0]"
"733965",355764,4,2009000181760,1,1,43,1,49,0,9,2,2140,22139,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-9-0]"
"733966",355764,5,2009000181760,4,13,19,1,0,0,6,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-72-9-0]"
"733967",355764,6,2009000181760,6,16,17,2,72,5,7,2,2098,22097,1,2104,22103,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
"737963",357177,1,2010000261120,1,1,54,1,42,0,13,2,2119,22118,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-15-15-9-73-0-9-6-0]"
"737964",357177,2,2010000261120,1,1,56,2,61,0,14,2,796,20795,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-9-6-0]"
"737965",357177,3,2010000261120,7,19,15,1,0,5,5,0,0,0,1,2124,22123,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-9-0-9-6-0]"
"743797",359132,1,2011000078336,1,1,45,1,42,0,12,2,1989,21988,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-8-0]"
"743798",359132,2,2011000078336,2,4,41,2,61,0,9,2,2114,22113,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-5-9-5-62-0-8-0-5-0]"
"743799",359132,3,2011000078336,7,19,13,1,0,4,3,0,0,0,1,111,20110,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-8-0]"
"743800",359132,4,2011000078336,8,21,0,2,0,0,0,0,0,0,2,2114,22113,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
"743926",359166,1,2011000602624,2,4,31,2,72,0,8,2,2111,22110,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"743927",359166,2,2011000602624,4,13,35,1,0,0,7,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-8-61-0-5-0-62-0-9-0]"
"743928",359166,3,2011000602624,7,19,10,1,0,4,2,0,0,0,1,1977,21976,-1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0]"
"743929",359166,4,2011000602624,8,21,1,2,0,0,0,0,0,0,2,2114,22113,-1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
"758200",364697,1,2009001099264,1,3,46,2,62,6,10,2,146,20145,2,226,20225,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-61-5-1-0-73-0]"
"758201",364697,2,2009001099264,6,17,17,2,0,5,7,0,0,0,1,1973,21972,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-3-42-0]"
"758202",364697,3,2009001099264,7,19,14,1,0,4,4,0,0,0,1,2124,22123,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-73-0]"
"758203",364697,4,2009001099264,2,4,35,1,49,0,9,2,2119,22118,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-9-1-72-8-1-42-0]"
"760372",365473,1,2007000809472,1,1,40,1,32,0,9,2,3260,3260,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-411-61-0]"
"760373",365473,2,2007000809472,7,19,14,2,0,5,4,0,0,0,1,2197,22196,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[0-3-61-0]"
"762207",366250,1,2010001178624,1,1,23,2,53,0,13,1,2130,22129,0,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
