"","uniqueid","jointTripNum","hhid","pnum","userClass","tourNum","tourSubTourNum","personTripNum","tourTripNum","mainTourTripNum","subTourTripNum","jointTourNum","jointTripRole","direction","obBundleNum","ibBundleNum","escortingRole","jointSpecEvtTour","party","origTaz","origMaz","destTaz","destMaz","origPurp","destPurp","mode","prelimDepartInterval","finalDepartMinute","tripDistance","prelimArriveInterval","finalArriveMinute","activityMinutesAtDest","pnrParkTaz","pnrParkMaz","vot","travelTime","hb","tripPurpose"
"4786976",9,3,534174,2,2,2,0,6,4,4,0,0,0,2,0,1,1,0,"[ 2,3,4 ]",1260,21259,1260,21259,412,0,3,45,671.94476,0.78,45,673.8348,756.11,0,0,12.4931096390194,1.89004,1,"HBNW"
"7314053",7,0,791053,1,2,1,0,7,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",1946,21945,1919,21918,1,42,3,74,1108.2654,12.87,76,1126.3254,12.679932,0,0,8.36220833401512,18.0599999999999,0,"NHB"
"125616",2,0,18423,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",194,20193,156,20155,42,0,2,43,629.09894,5.9,43,639.3189,3.6000366,0,0,0.609793291526424,10.21996,1,"HBNW"
"10052950",1,0,1113355,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",3051,23050,2874,22873,0,2,4,41,601.6557,19.21,44,628.6357,78.02002,0,0,65.9348858840279,26.98,1,"HBNW"
"2407572",4,0,289671,1,1,1,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",700,20699,448,20447,1,42,1,65,969.9606,19.43,68,996.58057,17.23999,0,0,3.61687138737504,26.61997,0,"NHB"
"726757",13,1,103701,5,3,1,0,2,2,2,0,0,0,2,0,1,2,0,"[ 1,5 ]",474,20473,457,20456,3,0,4,47,696.65576,4.57,48,708.27576,714.23,0,0,6.76710704859684,11.62,1,"HBNW"
"7739435",20,2,840608,5,3,2,0,4,2,2,0,1,2,2,0,0,0,0,"[ 1,5,7 ]",2539,22538,2556,22555,5,6,4,66,978.6744,2.29,66,983.3644,4.8900146,0,0,1.49627996791818,4.69000000000005,0,"NHB"
"4439128",62,6,494509,8,3,3,0,7,1,1,0,2,2,1,0,0,0,0,"[ 2,5,8 ]",1034,21033,1373,21372,0,7,4,57,836.9071,7.71,58,852.1271,219.33997,0,0,9.19158202264508,15.22,1,"HBNW"
"8654852",1,0,952478,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2415,22414,2826,22825,0,1,1,25,356.1127,4.83,25,364.9727,463.63,0,0,6.17802593117877,8.85999999999996,1,"HBW"
"7692550",4,0,834365,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",2910,22909,2690,22689,72,61,7,61,911.97186,17.85,64,977.0519,-24.380005,2462,22461,4.72809029267567,65.0800400000001,0,"NHB"
"3879089",2,0,435945,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1102,21101,1104,21103,42,42,3,36,523.7305,7.83,37,545.69055,-4.300049,0,0,25.7092889377289,21.96005,0,"NHB"
"5042520",6,0,558493,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1381,21380,464,20463,5,5,1,33,482.05408,2.37,33,488.9741,2.8199768,0,0,13.3086067245217,6.92002000000002,0,"NHB"
"3695181",12,0,417081,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",1028,21027,1147,21146,0,61,1,22,319.3807,3.42,22,326.83072,4.049988,0,0,11.6358283916115,7.45001999999999,1,"HBNW"
"3738222",11,3,421375,2,3,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 2,3,4,5 ]",1058,21057,1046,21045,0,411,3,21,305.07748,6.8,21,318.43747,2.2400208,0,0,3.66880217675302,13.35999,1,"HBNW"
"5391382",9,0,591723,2,3,1,0,6,6,6,0,0,0,2,0,0,0,0,"[ 2 ]",1373,21372,1455,21454,73,0,3,56,835.0345,5.15,57,848.69446,576.65,0,0,6.55686826367071,13.6599600000001,1,"HBNW"
"5815228",6,0,632755,2,3,2,1,4,1,0,1,0,0,1,0,0,0,0,"[ 2 ]",539,20538,457,20456,1,72,4,46,672.3507,5.42,46,684.8007,61.50995,0,0,16.8106528556168,12.45,0,"NHB"
"4228079",4,0,471563,1,3,2,0,4,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1291,21290,1153,21152,0,42,3,40,590.4829,3.17,40,597.8929,31.349976,0,0,96.3741575954758,7.41000000000008,1,"HBNW"
"4962607",10,0,550573,3,3,2,0,6,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",1438,21437,1368,21367,73,0,1,69,1024.6764,15.43,71,1051.0264,374.52002,0,0,5.89080590680264,26.3499999999999,1,"HBNW"
"108972",2,0,16021,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",153,20152,150,20149,1,0,1,53,789.2561,1.74,53,793.4861,138.28003,0,0,8.00812417282131,4.23000000000002,1,"HBW"
"1293498",1,0,163607,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",399,20398,93,20092,0,62,1,35,513.04224,5.87,35,527.37225,133.90997,0,0,6.61534099180775,14.33001,1,"HBNW"
"823886",4,0,112831,1,3,1,2,4,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",539,20538,531,20530,1,61,1,59,871.213,4.36,59,881.543,5.9699707,0,0,19.0645139872052,10.33,0,"NHB"
"1169858",4,0,147676,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",83,20082,83,20082,73,0,14,61,902.7399,0.33,61,909.3399,514.07,0,0,14.2170794057896,6.59999999999991,1,"HBNW"
"9750189",9,0,1078534,2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",2930,22929,2916,22915,0,71,1,21,292.66187,2.88,21,299.91187,116.96997,0,0,11.0867196299705,7.25,1,"HBNW"
"2652106",7,0,315859,2,3,1,1,4,1,0,1,0,0,1,0,0,0,0,"[ 2 ]",1204,21203,700,20699,1,72,1,40,591.651,8.06,41,607.551,52.95996,0,0,12.2603338587272,15.9000000000001,0,"NHB"
"10389175",1,0,1150708,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",3172,23171,3137,23136,0,5,1,26,381.95782,13.21,27,404.93784,83.45999,0,0,15.5997351848042,22.98002,1,"HBNW"
"686730",3,0,99316,1,3,1,1,3,2,0,2,0,0,2,0,0,0,0,"[ 1 ]",199,20198,192,20191,5,1,14,40,594.5657,0.88,40,612.16565,26.670044,0,0,13.7986409234996,17.59995,0,"NHB"
"1252674",9,0,158894,4,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 4 ]",8,20007,128,20127,1,0,1,57,844.0928,6.46,58,853.71277,572.88,0,0,19.507412053375,9.61996999999997,1,"HBW"
"7886701",10,0,861881,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",2578,22577,2585,22584,8,0,2,44,659.6487,1.31,44,663.1687,184.12,0,0,17.5332402084614,3.51999999999998,1,"HBNW"
"1585955",7,0,196451,1,3,2,0,7,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",509,20508,457,20456,9,73,4,69,1033.1799,2.85,70,1040.5099,3.369995,0,0,7.27767101823693,7.32999999999993,0,"NHB"
"2018985",19,2,244847,3,3,2,0,4,1,1,0,1,2,1,0,0,0,0,"[ 2,4,3,5,1,6 ]",664,20663,664,20663,0,8,14,62,917.40936,0.5,62,927.40936,118.97998,0,0,9.7396716301337,10,1,"HBNW"
"3635648",4,1,411708,1,3,2,0,4,1,1,0,1,1,1,0,0,0,0,"[ 1,2,3 ]",1003,21002,528,20527,0,5,3,46,682.0967,0.84,46,684.4767,89.71997,0,0,52.5040896214211,2.38,1,"HBNW"
"690796",4,0,99834,1,1,1,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",6,20005,179,20178,1,0,1,57,853.5355,10.22,58,868.9655,67.08002,0,0,7.39311243267544,15.4300000000001,1,"HBW"
"4338166",3,0,484351,1,1,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",3090,23089,983,20982,1,0,2,59,870.047,46.45,65,924.597,57.960022,0,0,5.07960215129958,54.55,1,"HBW"
"911871",4,0,120784,1,2,2,0,4,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",1742,21741,1742,21741,15,15,1,19,284.04672,0.54,19,285.21674,4.909973,0,0,9.52476820615091,1.17002000000002,0,"NHB"
"2807407",10,2,331742,2,3,2,0,6,2,2,0,1,2,2,0,0,0,0,"[ 1,2 ]",671,20670,714,20713,5,0,4,53,781.44586,2.31,53,788.4059,637.67,0,0,13.6268095085028,6.96003999999994,1,"HBNW"
"1040226",15,0,133244,4,3,1,0,5,5,5,0,0,0,2,0,0,0,0,"[ 4 ]",211,20210,600,20599,61,0,4,51,746.0317,2.65,51,752.3017,671.02997,0,0,7.46620405637067,6.26999999999998,1,"HBNW"
"1426057",4,0,178700,1,3,2,1,4,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",312,20311,266,20265,1,9,1,31,445.05457,1.42,31,449.30457,137.98999,0,0,6.14469121606286,4.25,0,"NHB"
"4707301",4,2,526196,1,3,2,0,4,2,2,0,1,1,2,0,0,0,0,"[ 1,2 ]",1105,21104,1185,21184,5,0,2,59,879.2189,8.73,60,897.1789,534.51,0,0,9.32796517618732,17.96,1,"HBNW"
"3108589",9,0,360659,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",2120,22119,2118,22117,72,61,1,37,547.7057,2.62,38,553.0457,4.8999634,0,0,2.01541629301975,5.34000000000003,0,"NHB"
"7631849",16,0,826542,5,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 5 ]",2506,22505,2411,22410,73,0,1,29,419.56445,8.26,30,432.87445,996.11,0,0,1.38437997452486,13.31,1,"HBNW"
"3319947",12,0,380492,3,3,1,1,2,1,0,1,0,0,1,0,0,0,0,"[ 3 ]",2160,22159,2119,22118,1,72,1,42,607.5763,4.24,42,618.5863,262.61,0,0,8.79834710804656,11.0100000000001,0,"NHB"
"8741872",6,0,962120,1,1,2,0,6,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",2535,22534,2517,22516,1,0,1,60,896.6781,5.62,61,906.4681,12.720032,0,0,2.88729640992453,9.79000000000008,1,"HBW"
"656316",7,0,95682,2,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",94,20093,97,20096,42,5,2,47,687.3775,1.73,47,691.3875,1.4500122,0,0,4.73555809804814,4.00999999999999,0,"NHB"
"4694936",1,1,524967,1,3,1,0,1,1,1,0,0,0,1,1,0,1,0,"[ 1,4,3 ]",1181,21180,1199,21198,0,411,3,18,249.05287,3.99,18,257.8029,1.2299805,0,0,6.52097168982808,8.75003000000001,1,"HBNW"
"1751320",1,0,215619,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",434,20433,651,20650,0,42,2,10,133.6045,1.73,10,138.57451,64.55,0,0,12.8182462946614,4.97001,1,"HBNW"
"9866867",9,0,1090442,1,3,3,0,9,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",2979,22978,2957,22956,5,0,1,57,860.66766,5.33,58,869.38763,566.95,0,0,10.1976074930709,8.71996999999999,1,"HBNW"
"3843375",26,1,431648,5,3,1,0,1,1,1,0,0,0,1,1,0,2,0,"[ 2,5 ]",1095,21094,935,20934,0,3,4,17,234.5692,3.43,17,244.1192,497.31,0,0,4.88104227977283,9.55000000000001,1,"HBNW"
"1562654",4,0,193864,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",1127,21126,907,20906,42,42,3,63,946.91797,3.07,64,954.488,0.5700073,0,0,2.18735924253697,7.57003000000009,0,"NHB"
"2135986",7,0,256752,1,1,3,0,7,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",690,20689,646,20645,15,15,1,76,1135.6072,2.45,76,1141.2872,4.2199707,0,0,6.71532507000926,5.68000000000006,0,"NHB"
"4336775",5,0,484216,1,1,1,0,5,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",1446,21445,959,20958,9,5,1,61,896.8839,4.83,61,906.1039,5.4400024,0,0,2.3985511711705,9.21999999999991,0,"NHB"
"855004",19,7,115635,2,3,6,0,13,1,1,0,2,1,1,0,0,0,0,"[ 2,3,4,5 ]",487,20486,486,20485,0,9,3,59,869.9889,2.7,59,876.39886,121.69,0,0,4.93823740779544,6.40996000000007,1,"HBNW"
"2236395",8,5,268377,1,3,3,0,8,3,3,0,2,1,1,0,0,0,0,"[ 1,2,3 ]",453,20452,312,20311,5,7,3,57,835.2979,0.33,57,837.06793,167.46997,0,0,13.1950518079246,1.77003000000002,0,"NHB"
"7457089",2,0,805621,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",2249,22248,2249,22248,15,42,4,40,586.97955,1.86,40,590.7496,4.949951,0,0,17.7583476526047,3.77004999999997,0,"NHB"
"7756981",21,0,842707,2,3,3,0,13,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",2372,22371,2824,22823,61,73,1,65,963.44324,7.61,66,975.63324,8.029968,0,0,0.550496433426425,12.1900000000001,0,"NHB"
"6392256",2,0,691104,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1569,21568,1744,21743,411,42,3,23,342.1206,4.32,24,351.6306,4.130005,0,0,20.8432710346341,9.50999999999999,0,"NHB"
"424021",4,0,65432,1,2,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",747,20746,163,20162,73,0,1,67,996.75885,3.45,67,1004.64886,427.70996,0,0,6.57537393633006,7.89000999999996,1,"HBNW"
"9333204",4,0,1031530,1,3,1,1,4,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",2934,22933,2934,22933,1,72,2,37,539.54156,0.43,37,541.08154,4.3200073,0,0,15.6745441856329,1.53998000000001,0,"NHB"
"5246749",5,0,577950,2,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",1416,21415,1407,21406,42,1,1,17,232.72313,8.4,18,246.76312,195.88002,0,0,40.1169357623963,14.03999,0,"NHB"
"7586631",8,0,821341,2,3,1,0,6,6,6,0,0,0,2,0,0,0,0,"[ 2 ]",2485,22484,2382,22381,62,0,1,39,577.77386,3.36,39,583.37384,851.13,0,0,3.3269171984313,5.59997999999996,1,"HBNW"
"6507515",4,0,702316,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",1833,21832,1818,21817,8,0,1,61,902.8626,1.46,61,906.95264,518.83997,0,0,14.1023595351017,4.09003999999993,1,"HBNW"
"1146252",6,0,144576,1,3,2,1,6,1,0,1,0,0,1,0,0,0,0,"[ 1 ]",126,20125,369,20368,1,72,1,35,515.7286,2.79,35,522.9286,57.19995,0,0,11.2904684924922,7.19999999999993,0,"NHB"
"5960161",1,0,647650,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1674,21673,1362,21361,0,1,2,19,269.05844,19.13,21,295.09845,326.44998,0,0,21.9980195159115,26.04001,1,"HBW"
"2531450",12,0,303748,3,3,1,0,7,7,7,0,0,0,2,0,0,0,0,"[ 3 ]",236,20235,454,20453,72,0,2,18,270.20258,3.15,19,278.3426,67.56,0,0,4.53653941039951,8.14001999999999,1,"HBNW"
"6149946",36,7,666413,5,3,1,0,2,2,2,0,2,2,2,0,0,0,0,"[ 2,5,6 ]",1665,21664,1580,21579,5,0,4,51,746.7755,3.68,51,752.23553,671.91,0,0,8.35074632487538,5.46003000000007,1,"HBNW"
"578813",4,0,85696,1,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 1 ]",205,20204,192,20191,9,61,1,78,1159.8965,4.49,78,1170.2164,3.6600342,0,0,7.92997813309053,10.3199,0,"NHB"
"6045013",5,0,656224,4,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 4 ]",1755,21754,759,20758,0,5,1,28,410.13007,8.56,29,424.04007,113.68997,0,0,175.980778013216,13.91,1,"HBNW"
"1779472",5,0,218799,2,3,1,1,3,2,0,2,0,0,2,0,0,0,0,"[ 2 ]",1013,21012,529,20528,5,1,1,38,570.60974,6.36,39,584.8297,341.01,0,0,0.415712599818443,14.21996,0,"NHB"
"8956330",1,0,987837,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",2762,22761,2959,22958,0,1,1,61,898.74695,21.31,63,923.36694,447.87,0,0,5.77317247375598,24.61999,1,"HBW"
"7906284",2,0,864858,2,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",2335,22334,2764,22763,71,15,1,17,246.38213,1.46,18,250.15211,-0.8499756,0,0,25.3305347251371,3.76998,0,"NHB"
"6198297",2,0,671270,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1692,21691,1597,21596,8,0,4,22,317.60007,2.46,22,324.45007,33.090027,0,0,1.6496761352732,6.84999999999997,1,"HBNW"
"3412608",7,3,388989,1,3,3,0,7,3,3,0,0,0,2,0,1,1,0,"[ 1,5 ]",2092,22091,2201,22200,73,61,2,52,765.93427,5.68,53,775.8843,6.409973,0,0,2.217689705168,9.95003000000008,0,"NHB"
"3701755",1,0,417770,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1031,21030,583,20582,0,5,1,38,551.2547,3.69,38,560.8547,73.640015,0,0,2.43142933848663,9.60000000000002,1,"HBNW"
"5576887",1,0,609145,1,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1519,21518,1367,21366,0,8,1,17,242.83961,2,17,248.40962,706.47,0,0,16.6418279122904,5.57001,1,"HBNW"
"5577299",6,0,609185,2,3,1,1,3,2,0,2,0,0,2,0,0,0,0,"[ 2 ]",1505,21504,1421,21420,72,1,1,39,575.20514,1.82,39,580.21515,-3.8599854,0,0,17.6265891323428,5.01000999999997,0,"NHB"
"7547178",1,0,815299,1,2,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",2281,22280,286,20285,0,1,4,5,64.17644,21.98,7,96.47644,297.7,0,0,15.1542508945434,32.3,1,"HBW"
"87457",14,0,12888,3,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 3 ]",52,20051,361,20360,61,1,1,15,218.25288,0.52,16,219.90288,313.91003,0,0,4.56562334588131,1.65000000000001,0,"NHB"
"6398880",4,0,691699,1,3,2,0,4,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1747,21746,1681,21680,0,8,1,64,949.4338,2.95,64,956.16376,249.20996,0,0,8.93894263380662,6.72996000000001,1,"HBNW"
"1728391",20,0,212996,4,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 4 ]",316,20315,315,20314,8,0,14,52,774.07996,1.29,52,793.27997,634.42,0,0,16.8504719115054,19.20001,1,"HBNW"
"1724343",5,0,212576,1,3,1,1,5,4,0,4,0,0,2,0,0,0,0,"[ 1 ]",155,20154,23,20022,42,1,2,40,587.5046,2.19,40,593.66455,130.73004,0,0,7.7824973484014,6.15994999999998,0,"NHB"
"727880",6,0,103795,1,3,3,0,6,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",457,20456,546,20545,0,42,2,65,952.52,6.52,65,967.08,0.55999756,0,0,8.20839011407161,14.5600000000001,1,"HBNW"
"4662976",2,0,521842,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1523,21522,1105,21104,1,61,1,58,865.2924,19.97,61,890.13245,20.099976,0,0,21.6269799893661,24.8400499999999,0,"NHB"
"976254",30,0,126758,5,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 5 ]",511,20510,511,20510,0,3,14,22,318.31018,0.45,22,327.31018,439.41003,0,0,9.65892630971934,9,1,"HBNW"
"2678076",7,0,318254,2,2,1,0,7,7,7,0,0,0,2,0,0,0,0,"[ 2 ]",729,20728,320,20319,61,72,1,28,418.54776,2.27,28,423.65775,4.430023,0,0,2.53767946439115,5.10999000000004,0,"NHB"
"7509536",16,0,811342,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",2244,22243,2270,22269,73,0,4,50,742.97186,3.84,50,751.03186,6.3099976,0,0,3.20149873680997,8.06000000000006,1,"HBNW"
"6297412",21,0,681024,4,3,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 4 ]",1746,21745,1569,21568,71,3,4,18,268.86264,3.16,19,276.36264,397.03003,0,0,3.23853497622535,7.5,0,"NHB"
"663222",9,0,96512,1,3,3,0,9,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",651,20650,455,20454,5,0,1,64,960.22986,5.22,65,971.6998,458.98004,0,0,2.36409010340934,11.46994,1,"HBNW"
"10112759",3,2,1120539,2,3,1,0,3,3,3,0,0,0,2,0,1,1,0,"[ 2,3 ]",3176,23175,3087,23086,8,0,3,59,868.5995,0.96,59,870.9395,557.24994,0,0,4.94872701083498,2.33999999999992,1,"HBNW"
"3157502",3,0,365310,1,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",2083,22082,2129,22128,71,0,4,13,175.12611,3.7,13,182.27611,20.269989,0,0,12.7784144835151,7.14999999999998,1,"HBNW"
"6336933",1,0,685161,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 1 ]",1709,21708,1714,21713,0,73,4,46,676.6033,1.78,46,681.57324,3.5900269,0,0,9.32731380873986,4.96994000000007,1,"HBNW"
"2006328",3,3,243433,1,3,1,0,3,3,3,0,1,2,1,0,0,0,0,"[ 2,1 ]",313,20312,736,20735,7,6,4,39,571.7954,3.38,39,579.8454,3.710022,0,0,3.26230279555953,8.05000000000007,0,"NHB"
"2970926",9,0,347867,2,2,2,0,7,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",2083,22082,2087,22086,0,15,1,51,755.13605,1.86,51,759.77606,527.85,0,0,14.0548125248315,4.64001000000007,1,"HBW"
"8439282",12,0,927826,2,3,1,0,4,4,4,0,0,0,2,0,0,0,0,"[ 2 ]",2728,22727,2469,22468,72,42,2,42,616.3283,9.44,43,636.8083,3.4000244,0,0,2.75629291849574,20.48,0,"NHB"
"4315058",10,4,481344,3,3,1,0,1,1,1,0,2,2,1,0,0,0,0,"[ 4,3 ]",970,20969,1523,21522,0,6,4,33,483.23935,6.63,33,494.80936,57.149963,0,0,2.76864354260788,11.57001,1,"HBNW"
"1656697",9,5,204719,1,3,2,0,9,5,5,0,1,2,2,0,0,0,0,"[ 2,1,3 ]",453,20452,269,20268,5,0,4,37,545.37115,1.61,37,550.55115,78.06,0,0,11.3143706790725,5.18000000000006,1,"HBNW"
"1891952",10,0,231319,3,3,1,0,1,1,1,0,0,0,1,0,0,0,0,"[ 3 ]",638,20637,810,20809,0,3,17,18,255.61891,1.81,18,259.7889,490.83,0,0,4.45925845058813,4.16999000000001,1,"HBNW"
"52065",3,0,7599,1,1,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 1 ]",202,20201,131,20130,5,0,4,56,847.02167,3.88,57,856.14166,581.26,0,0,6.29437775630041,9.11999000000003,1,"HBNW"
"7282064",4,0,787945,1,3,1,1,4,2,0,2,0,0,2,0,0,0,0,"[ 1 ]",2018,22017,1985,21984,72,1,3,39,572.0745,4.52,39,579.0545,179.57,0,0,2.17955640212399,6.98000000000002,0,"NHB"
"3755948",9,0,422834,2,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",1286,21285,1074,21073,71,0,1,17,238.79015,3.45,17,245.39015,5.319977,0,0,27.4345851667789,6.59999999999999,1,"HBNW"
"6301090",12,0,681381,2,3,2,0,7,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",1692,21691,1716,21715,0,73,1,57,846.92596,9.46,58,862.41595,125.57001,0,0,4.59250536818269,15.4899899999999,1,"HBNW"
"1660062",3,0,205124,1,1,1,0,3,3,3,0,0,0,1,0,0,0,0,"[ 1 ]",298,20297,312,20311,61,15,1,7,86.59252,5.91,7,99.87252,623.29,0,0,4.34468256577961,13.28,0,"NHB"
"10281718",2,0,1138772,1,2,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",3106,23105,2816,22815,61,1,1,24,356.48038,11.95,26,371.51038,552.44,0,0,16.0253527215798,15.03,0,"NHB"
"7240295",9,1,783526,2,3,2,0,5,1,1,0,1,1,1,0,0,0,0,"[ 2,3,1 ]",2023,22022,2022,22021,0,5,3,40,583.65295,1.06,40,586.483,35.02997,0,0,4.8355697498928,2.83004999999991,1,"HBNW"
"6044048",23,2,656118,4,3,2,0,4,2,2,0,1,2,2,0,0,0,0,"[ 1,5,3,4,2 ]",1655,21654,1755,21754,9,0,4,69,1041.0848,5.04,70,1051.5548,384.62,0,0,12.7519079256905,10.4699999999998,1,"HBNW"
"4454639",10,0,496294,3,3,1,0,3,3,3,0,0,0,2,0,0,0,0,"[ 3 ]",1067,21066,1038,21037,3,0,4,52,776.4495,3.67,52,782.9895,650.96,0,0,5.40453911125987,6.54000000000008,1,"HBNW"
"7720548",11,0,838116,2,3,2,0,6,2,2,0,0,0,2,0,0,0,0,"[ 2 ]",2451,22450,2509,22508,9,73,3,62,913.6941,1.99,62,919.04407,3.630005,0,0,7.44293338946949,5.34996999999998,0,"NHB"
"7018229",24,6,760190,4,3,2,0,6,4,4,0,1,2,2,0,0,0,0,"[ 2,5,4 ]",1976,21975,1971,21970,5,0,4,59,872.1307,1.79,59,876.6307,549.09,0,0,13.49575897159,4.5,1,"HBNW"
"3426744",16,0,390075,2,3,4,0,8,1,1,0,0,0,1,0,0,0,0,"[ 2 ]",2204,22203,2088,22087,0,9,1,66,977.2761,1.66,66,981.10614,137.83002,0,0,14.9566659884907,3.83003999999994,1,"HBNW"
"4288989",2,0,478131,1,3,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1460,21459,962,20961,5,0,1,40,598.9487,6.2,41,611.28876,290.08002,0,0,7.56444446339497,12.34006,1,"HBNW"
"1837260",9,0,224975,2,3,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 2 ]",611,20610,606,20605,5,5,14,21,310.86313,1.95,22,349.86313,-30.099976,0,0,4.59194266017542,39,0,"NHB"
"52241",2,0,7613,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",146,20145,2084,22083,62,1,4,13,183.10883,15.47,15,201.97882,668.38,0,0,10.7822669741107,18.86999,0,"NHB"
"547783",4,0,81370,1,3,2,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",300,20299,198,20197,62,0,4,80,1183.5255,4.6,80,1194.6855,233.04993,0,0,1.87680637279163,11.1600000000001,1,"HBNW"
"3221674",4,0,370923,1,2,1,0,4,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",2138,22137,2139,22138,1,0,1,58,868.1334,3.83,59,875.4934,560.14,0,0,16.8920947896997,7.3599999999999,1,"HBW"
"10203084",14,0,1130505,3,3,2,0,6,2,2,0,0,0,2,0,0,0,0,"[ 3 ]",3122,23121,3160,23159,42,5,2,66,993.65015,2.63,67,1000.14014,0.77001953,0,0,14.7767431176748,6.48998999999992,0,"NHB"
"5262999",2,0,579412,1,2,1,0,2,2,2,0,0,0,2,0,0,0,0,"[ 1 ]",1466,21465,1427,21426,1,0,1,58,857.2846,11.72,60,882.9246,541.86,0,0,24.5697868771736,25.6400000000001,1,"HBW"
"1758916",2,0,216604,1,1,1,0,2,2,2,0,0,0,1,0,0,0,0,"[ 1 ]",449,20448,329,20328,61,1,1,9,125.76408,0.3,9,126.61408,507.56,0,0,7.56746449672991,0.849999999999994,0,"NHB"
